content_id,topic_cluster,predicted_watch_time,completion_rate_baseline,thumbnail_appeal,creator_authority,position_in_belief_space,emotional_valence,engagement_potential,quality_signal,novelty,birth_timestep
youtube_000075,13,0.5623943733564705,0.5,0.7962000043889298,0.6398059283708859,4.043478349578178,0.4433491377661981,0.6792971888727002,0.24213325733638597,1.0,0
youtube_000076,1,0.5844539235862098,0.5,0.6965652603124074,0.451106100454734,6.031749730533918,0.7444252720667196,0.6405095919493087,0.45631244222028067,1.0,0
youtube_000077,0,0.49050894499667896,0.5,0.5199172809194332,0.5895283761205099,6.625369092486851,0.19457996978947903,0.5052131129580562,0.7447034222651495,1.0,0
youtube_000078,7,0.6379879678611946,0.5,0.7376564904516699,0.48610797870483835,7.126085265711193,0.3862833752190015,0.6878222291564322,0.6444483560788853,1.0,0
youtube_000079,3,0.5249789703326754,0.5,0.6921663717992629,0.6466586208462839,6.572363415508465,0.14167519640268617,0.6085726710659691,0.39124417930875816,1.0,0
youtube_000080,3,0.37628156279411373,0.5,0.12782528887189334,0.19245172626665852,1.1933706939356528,0.24471661581261187,0.25205342583300355,0.467256479498414,1.0,0
youtube_000081,6,0.5654349106053983,0.5,0.522817949826591,0.0,2.1102047313625114,0.759259994844344,0.5441264302159947,0.39140194941939827,1.0,0
youtube_000082,2,0.49016745328607586,0.5,0.6669393075028055,0.7507327974120528,7.195764696737799,0.797371886281447,0.5785533803944407,0.2611540766450018,1.0,0
youtube_000083,0,0.47871121501078095,0.5,0.3863701651111039,0.3862918044077885,4.067757747172965,0.1693275561788268,0.4325406900609424,0.2905604010145937,1.0,0
youtube_000084,13,0.5688770131304939,0.5,0.7636859076688083,0.1593253318589158,4.722820163609697,0.24420166796774367,0.6662814603996511,0.5529377095398914,1.0,0
youtube_000085,12,0.5595977822243877,0.5,0.7870835379378309,0.4678465410263766,6.265154307237915,0.38996549567940436,0.6733406600811094,0.35394009352924893,1.0,0
youtube_000086,6,0.4504085586796564,0.5,0.5946958546827897,0.39628272102965023,7.580877268498523,0.436739804692431,0.522552206681223,0.4878722259324007,1.0,0
youtube_000087,12,0.4883167668107431,0.5,0.7866233491133302,0.5738146903187079,5.940090261952589,0.5106238718608747,0.6374700579620367,0.29586584204339783,1.0,0
youtube_000088,14,0.622484869418003,0.5,0.8324933968295043,0.59844910957657,3.2802400992905407,0.6241759420668824,0.7274891331237536,0.6583540164393077,1.0,0
youtube_000089,5,0.5571530543102431,0.5,0.6504158802462691,0.41651058243490546,2.559318211496959,0.41484106417867816,0.6037844672782561,0.6277997683250613,1.0,0
youtube_000090,2,0.4610414948739253,0.5,0.07937198631958241,0.6857940826509448,2.8590727472772848,0.6478520991321667,0.27020674059675387,0.8113269453159037,1.0,0
youtube_000091,3,0.43005745342319257,0.5,0.39936674883586504,0.257814795722615,7.449105435514246,0.30045844704103924,0.41471210112952883,0.7723213098278756,1.0,0
youtube_000092,14,0.4925431484798761,0.5,0.7814206276754896,0.02989784653442218,6.721033334503743,0.6284816727292333,0.6369818880776829,0.3156716857130559,1.0,0
youtube_000093,13,0.4636658765633657,0.5,0.40334067871087353,0.5295226687061494,5.0920308187037175,0.5241637988400447,0.4335032776371196,0.3280096412744644,1.0,0
youtube_000094,10,0.3039221282599584,0.5,0.15176474454993866,0.44840899382786586,2.1495505885103157,0.5122681691544982,0.22784343640494853,0.5702734342652368,1.0,0
youtube_000095,10,0.3495480479849622,0.5,0.15927720933436176,0.12109377235454788,6.78385318834691,0.6866431532243797,0.25441262865966197,0.32273478923238524,1.0,0
youtube_000096,4,0.5512250271161321,0.5,0.5585847226879908,0.6218647428624906,5.378598037215389,0.7669852819650649,0.5549048749020614,0.5470483072366962,1.0,0
youtube_000097,7,0.5513506651080757,0.5,0.6997728479884112,0.16032837727228383,3.466749979426692,0.20090001961773918,0.6255617565482434,0.43075675973779887,1.0,0
youtube_000098,5,0.35060738931954727,0.5,0.11725312511070093,0.4775065716436016,4.891571294843958,0.6136766826440256,0.23393025721512412,0.6833274047385379,1.0,0
youtube_000099,5,0.5228708111915825,0.5,0.3766652915190607,0.6533881154919567,6.013983223488522,0.2683290121711779,0.4497680513553216,0.6890523691242978,1.0,0
youtube_000100,10,0.4771803597457537,0.5,0.5329360737266507,0.5513602403981865,4.108897904682696,1.0,0.5050582167362022,0.43872093083702896,1.0,0
youtube_000101,8,0.4432232107837064,0.5,0.5373559669161743,0.5400925646669392,2.927591319892959,0.7729216583195987,0.49028958884994034,0.13410996833803018,1.0,0
youtube_000102,6,0.38416171779958996,0.5,0.26098048228586745,0.40515914022848964,5.3777094857626615,0.5131174566970511,0.3225711000427287,0.7020737226315262,1.0,0
youtube_000103,3,0.6463785939134821,0.5,0.6863479992253482,0.5336992929770731,5.504020501563829,0.042201591545195705,0.6663632965694151,0.3777812133384298,1.0,0
youtube_000104,9,0.4289802867735858,0.5,0.42985626042432745,0.6017088825438609,1.2126459079350607,0.22566907886376056,0.4294182735989566,0.49530447292856145,1.0,0
youtube_000105,6,0.4982163579835021,0.5,0.5857667748762966,0.3710815682394415,4.855972636700122,0.5921941639068724,0.5419915664298993,0.47265738022439696,1.0,0
youtube_000106,0,0.4748597828431621,0.5,0.6328808367577954,0.2738306439299485,3.314992640871611,0.31319632152126176,0.5538703098004787,0.5768242666248296,1.0,0
youtube_000107,10,0.5241459516771715,0.5,0.48202807564337924,0.6576598976982184,5.953339331765015,0.7672153947315707,0.5030870136602754,0.37552247611603,1.0,0
youtube_000108,5,0.4479660359160069,0.5,0.4753006560399251,0.8703411318847696,1.5930073092698112,0.5820265759828267,0.461633345977966,0.2762671127507268,1.0,0
youtube_000109,6,0.4704851888833109,0.5,0.5952392722717248,0.7989437873061767,2.4524883342191384,0.6593316332843812,0.5328622305775179,0.5303100246055771,1.0,0
youtube_000110,14,0.399234406013475,0.5,0.10610672709642387,0.0,0.3134445042564815,0.6932465812361759,0.2526705665549494,0.6652991912250632,1.0,0
youtube_000111,10,0.43380160796539086,0.5,0.10297168525626005,0.7502780358620476,5.829866073777935,0.9380745830597597,0.26838664661082545,0.4753590564177364,1.0,0
youtube_000112,1,0.5545861401441569,0.5,0.620900214295747,0.3731379756697521,2.002337430792088,0.817343973921157,0.587743177219952,0.47474852535189616,1.0,0
youtube_000113,11,0.552243468975602,0.5,0.6751574618044639,0.8601321863898531,2.347534030824787,0.7655854850489741,0.6137004653900329,0.26269591577366047,1.0,0
youtube_000114,4,0.6907618678375865,0.5,0.8202631934441224,0.2922913489960292,4.817682852184037,0.9812375484115073,0.7555125306408544,0.6028130231859199,1.0,0
youtube_000115,11,0.46172225606394984,0.5,0.5157372661020867,0.27434493349562955,4.6812914170378,0.6373736339656644,0.48872976108301824,0.6172727515078997,1.0,0
youtube_000116,5,0.5512634681613511,0.5,0.6890021208285915,0.48998825698266607,6.27381871443498,0.47192000089393676,0.6201327944949713,0.4785491782646241,1.0,0
youtube_000117,8,0.5663807810214828,0.5,0.9271620327706345,0.4196604912688875,6.475281949762482,0.9075541758959864,0.7467714068960587,0.3051290116414609,1.0,0
youtube_000118,10,0.5215990039563942,0.5,0.5700116212301007,0.42959134950831435,7.260431712056106,0.5272053477157581,0.5458053125932475,0.5163666254900265,1.0,0
youtube_000119,2,0.5374859613777672,0.5,0.6345656688659282,0.6886233056228532,8.229273328955536,0.6043386903284316,0.5860258151218477,0.5331774373822854,1.0,0
youtube_000120,2,0.6567362314388775,0.5,0.8413617410265792,0.747318702990028,7.085324359798211,0.5895666905126958,0.7490489862327283,0.491804352573125,1.0,0
youtube_000121,10,0.5534806821349072,0.5,0.7069142507575442,0.31122573014474797,5.665141085794012,0.8661703564849775,0.6301974664462258,0.2833744616086566,1.0,0
youtube_000122,1,0.3771800716574608,0.5,0.32857766858146625,0.8280638141013421,5.43473051374162,0.6938304501657627,0.3528788701194635,0.5507324663680967,1.0,0
youtube_000123,12,0.6442009952961005,0.5,0.6808911107626057,0.25387454222263595,6.2332787297573855,0.4791626583705135,0.6625460530293531,0.5325333609702911,1.0,0
youtube_000124,6,0.4960024419143623,0.5,0.6414799018939383,0.3791181697954917,0.958260604692696,0.5878990146374216,0.5687411719041503,0.5837521904128509,1.0,0
youtube_000125,1,0.3603391364586075,0.5,0.20454935650922065,1.0,4.6906522968788655,0.7348815581946853,0.2824442464839141,0.4727453843328086,1.0,0
youtube_000126,11,0.603560325788935,0.5,0.5773689638900306,0.5739378946609078,1.3452607121117692,0.5929004889533385,0.5904646448394828,0.756710904123264,1.0,0
youtube_000127,13,0.5867989365984811,0.5,0.6809696052477664,0.3685909467123494,3.5301782014855236,0.4651745528169616,0.6338842709231238,0.499620822434691,1.0,0
youtube_000128,1,0.5901890524347471,0.5,0.543366840451791,0.5527859895170786,2.048224364712484,0.539694421107717,0.566777946443269,0.7790025345090409,1.0,0
youtube_000129,14,0.43691211087614557,0.5,0.43119223027757486,0.6411139767543164,5.777763585024491,0.9585411918637172,0.4340521705768602,0.5445729724335651,1.0,0
youtube_000130,6,0.389282926506399,0.5,0.4293159428058043,0.5674710942224787,6.202215951355425,0.853235041813124,0.40929943465610163,0.2683375295819844,1.0,0
youtube_000131,10,0.4242184999487989,0.5,0.29187900743731193,0.7560863886292795,7.432197150514805,0.75350022755901,0.35804875369305544,0.6671626753472879,1.0,0
youtube_000132,3,0.4292020388515548,0.5,0.4339326328606912,0.32695694994449487,3.065221578460604,0.4175409022278613,0.431567335856123,0.42716069507929055,1.0,0
youtube_000133,1,0.5170598736856484,0.5,0.40348265919498844,0.36923578019339853,3.684469652095813,0.8055744126074188,0.46027126644031846,0.41117926111160313,1.0,0
youtube_000134,14,0.4931736981278616,0.5,0.6671692854490403,0.32196196686643075,7.165558409927222,0.9424649556235403,0.580171491788451,0.7076191300160157,1.0,0
youtube_000135,9,0.385387102898522,0.5,0.3992179508601767,0.33386705109639125,3.9759501970026987,0.36556319442262725,0.39230252687934936,0.2501182929402622,1.0,0
youtube_000136,3,0.47615789439548345,0.5,0.43859510754632275,0.508486249556946,3.5626644598337505,0.557487398182674,0.4573765009709031,0.14964190239446573,1.0,0
youtube_000137,5,0.3711142230900029,0.5,0.21568818799395312,0.2872520178907587,6.425157909129574,0.27987265029801767,0.293401205541978,0.45617624331668166,1.0,0
youtube_000138,11,0.43702874218246895,0.5,0.453693464004897,0.558129477669485,6.037222270848407,0.6955911271781694,0.445361103093683,0.5602903820493335,1.0,0
youtube_000139,4,0.48467985343045167,0.5,0.5725616863830177,0.6265499582943193,6.914247089543451,0.6365058431804372,0.5286207699067347,0.6735112008546099,1.0,0
youtube_000140,10,0.4116360509595345,0.5,0.3346618101981502,0.25547704638234525,5.964657919299879,0.7590384242544433,0.37314893057884235,0.5289691166521255,1.0,0
youtube_000141,0,0.5657962512800052,0.5,0.7579874649318074,0.37399313399618384,4.211704709553767,0.5547752785502198,0.6618918581059063,0.04986460202441384,1.0,0
youtube_000142,14,0.4540142568074971,0.5,0.29543344943461136,0.3979084780915571,7.748516763006914,0.8002996483947479,0.3747238531210542,0.30580193977035897,1.0,0
youtube_000143,10,0.5781150170280344,0.5,0.7346902798270322,0.45613893951443923,6.766493318373992,0.9394290084423964,0.6564026484275333,0.24806544190431934,1.0,0
youtube_000144,5,0.6645537500684744,0.5,0.9850324665107205,0.4670744664058955,4.965710967650923,0.5290028907295213,0.8247931082895974,0.12296121770517682,1.0,0
youtube_000145,8,0.4194397795139005,0.5,0.4789694044026497,0.6810680389027707,6.772484633874434,0.8603531118969014,0.4492045919582751,0.46596871884818275,1.0,0
youtube_000146,2,0.49589111670932234,0.5,0.7796603057869864,0.6959432192109523,4.973289423657974,0.5538690219009201,0.6377757112481544,0.6021818067809251,1.0,0
youtube_000147,6,0.5852109050206813,0.5,0.4961934257928479,0.33831521720298247,3.145337090301442,0.5913934887461885,0.5407021654067646,0.6942423548989209,1.0,0
youtube_000148,5,0.43550236344194665,0.5,0.46968993365670036,0.6383370446656413,5.221367433768073,0.4014313353347995,0.4525961485493235,0.5992826883453259,1.0,0
youtube_000149,5,0.6016778051155792,0.5,0.6186843081942056,0.7749858394570353,8.852626258497564,0.1396829690541571,0.6101810566548924,0.388384626795368,1.0,0
youtube_000150,12,0.4509935913129231,0.5,0.6259424974199599,0.741907476531918,7.082925906769287,0.3378643457467115,0.5384680443664415,0.7164720237405546,1.0,0
youtube_000151,6,0.5957179940666658,0.5,0.7018002570512233,0.540974121746598,5.831865579743971,0.7052125794630673,0.6487591255589445,0.4579242528112037,1.0,0
youtube_000152,0,0.5794926925081473,0.5,0.6962013176665811,0.48913155144155673,3.2067421842664356,0.21051053949907314,0.6378470050873641,0.5120922084886602,1.0,0
youtube_000153,6,0.5513270844082254,0.5,0.6959951495279941,0.21927636484480129,2.634427632327794,0.660748764440361,0.6236611169681098,0.36754669920940963,1.0,0
youtube_000154,0,0.46418520345198594,0.5,0.4647819386996425,0.4173802910397282,4.511198549128729,0.34782278258600785,0.46448357107581423,0.4509918130975892,1.0,0
youtube_000155,7,0.540947631274054,0.5,0.3935711256365906,0.20120638425480414,3.7850401326015266,0.42104085303591265,0.4672593784553223,0.4157629963138633,1.0,0
youtube_000156,10,0.583902611739793,0.5,0.6442770621782907,0.7280236664506644,5.035470745603439,0.6775469043750424,0.6140898369590418,0.2236980012632021,1.0,0
youtube_000157,1,0.5766636672850595,0.5,0.6576732191504013,0.44725008847152126,5.301775528369237,0.6945905433593554,0.6171684432177305,0.6274066576301864,1.0,0
youtube_000158,0,0.5227715045825503,0.5,0.2908622539995224,0.48271472914429003,2.154887106140578,0.3751720749297497,0.4068168792910364,0.5335357242903985,1.0,0
youtube_000159,5,0.4109680898747024,0.5,0.49178323408123015,0.37650951147199163,3.3240719170809108,0.5380111215250285,0.4513756619779663,0.6589779353043639,1.0,0
youtube_000160,7,0.569973206882622,0.5,0.5671816218383516,0.21794159090988868,4.290882761208973,0.4761924187882828,0.5685774143604868,0.3592059187254517,1.0,0
youtube_000161,0,0.5779773679111244,0.5,0.4479853967857916,0.6425068758037853,5.872539421006774,0.4411679782838366,0.512981382348458,0.6410942409133322,1.0,0
youtube_000162,4,0.6513443441351787,0.5,0.6902792910730473,0.6004033880730919,5.947307455414876,1.0,0.670811817604113,0.18624488082094176,1.0,0
youtube_000163,11,0.5273626321473426,0.5,0.8088956059301724,0.6867178822738966,2.9332002665311445,0.637497780517405,0.6681291190387575,0.6082875582795866,1.0,0
youtube_000164,8,0.6811451528324256,0.5,0.8972574283951319,0.1495552289965451,2.5505017196880306,0.9957253831719627,0.7892012906137787,0.6351592723486268,1.0,0
youtube_000165,7,0.4090086967102009,0.5,0.4907865699449218,0.7637552938912535,3.106905954163276,0.20446280426906305,0.4498976333275614,0.2923009698945398,1.0,0
youtube_000166,1,0.4644071365206862,0.5,0.25331500065562224,0.47487640254718877,6.593022341323057,1.0,0.35886106858815425,0.7233498338565599,1.0,0
youtube_000167,11,0.40085721775426153,0.5,0.07533301128989016,0.6554699945289566,4.052415442912431,0.727193312523559,0.23809511452207585,0.8116969098845441,1.0,0
youtube_000168,8,0.39200186375629725,0.5,0.16952368580206142,0.0,5.212809181015376,0.8713400982451102,0.2807627747791793,0.385032927116058,1.0,0
youtube_000169,6,0.38751963470266776,0.5,0.2287345258241721,0.5820417452061482,5.834138269644491,0.7952216512524508,0.30812708026341995,0.7898796744440231,1.0,0
youtube_000170,9,0.39625156193761446,0.5,0.32808217854729427,0.48529769236898496,7.45516122031987,0.08884115395589953,0.36216687024245436,0.15965868524347404,1.0,0
