content_id,source,title,released_year,release_era,genre_list,genre_vector,runtime_minutes,imdb_rating_raw,imdb_rating_normalized,meta_score,critical_consensus,no_of_votes,mainstream_appeal,gross_usd,position_in_belief_space,emotional_valence,engagement_potential,quality_signal,novelty,birth_timestep
imdb_00225,real,Gran Torino,2008,2000,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",116.0,8.1,0.7888888888888889,72.0,0.72,720450,0.7400467229037929,148095302.0,5.468596720753795,0.4682582664111124,0.815506251373682,0.7544444444444445,1.0,0
imdb_00226,real,Harry Potter and the Deathly Hallows: Part 2,2011,2010,"[""Adventure"", ""Drama"", ""Fantasy""]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",130.0,8.1,0.7888888888888889,85.0,0.85,764493,0.7531256998984985,381011219.0,5.301843053612992,0.634731256336047,0.8616260722699771,0.8194444444444444,1.0,0
imdb_00227,real,Okuribito,2008,2000,"[""Drama"", ""Music""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",130.0,8.1,0.7888888888888889,68.0,0.68,48582,0.1456628899255103,1498210.0,6.158563942641866,0.5251475689025336,0.2675693309012119,0.7344444444444445,1.0,0
imdb_00228,real,Hachi: A Dog's Tale,2009,2000,"[""Biography"", ""Drama"", ""Family""]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,8.1,0.7888888888888889,79.0,0.79,253575,0.5098817163170881,0.0,9.371727532835251,0.2817405319552944,0.4539060483210612,0.7894444444444444,1.0,0
imdb_00229,real,Mary and Max,2009,2000,"[""Animation"", ""Comedy"", ""Drama""]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,8.1,0.7888888888888889,79.0,0.79,164462,0.41444496502822953,0.0,5.554579062421694,0.32700933107606595,0.39697636694567934,0.7894444444444444,1.0,0
imdb_00230,real,How to Train Your Dragon,2010,2010,"[""Animation"", ""Action"", ""Adventure""]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,8.1,0.7888888888888889,75.0,0.75,666773,0.7229804743868611,217581231.0,5.970163534128259,0.3329246398530397,0.7630046038052134,0.7694444444444444,1.0,0
imdb_00231,real,Into the Wild,2007,2000,"[""Adventure"", ""Biography"", ""Drama""]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148.0,8.1,0.7888888888888889,73.0,0.73,572921,0.6895425007970354,18354356.0,2.8448773422653493,0.36941010554958775,0.6409239041236073,0.7594444444444444,1.0,0
imdb_00232,real,No Country for Old Men,2007,2000,"[""Crime"", ""Drama"", ""Thriller""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",122.0,8.1,0.7888888888888889,91.0,0.91,856916,0.7782814823436356,74283625.0,2.426185118927251,0.6419150669538939,0.7325741112624274,0.8494444444444444,1.0,0
imdb_00233,real,Lage Raho Munna Bhai,2006,2000,"[""Comedy"", ""Drama"", ""Romance""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",144.0,8.1,0.7888888888888889,79.0,0.79,43137,0.1194617664109154,2217561.0,8.165658893546667,0.4631349563377254,0.2966397182146959,0.7894444444444444,1.0,0
imdb_00234,real,Million Dollar Baby,2004,2000,"[""Drama"", ""Sport""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",132.0,8.1,0.7888888888888889,86.0,0.86,635975,0.712556766973846,100492203.0,3.1530404401333927,0.3666732929805114,0.7776611749195742,0.8244444444444444,1.0,0
imdb_00235,real,Hotel Rwanda,2004,2000,"[""Biography"", ""Drama"", ""History""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",121.0,8.1,0.7888888888888889,79.0,0.79,334320,0.5708140265141235,23530892.0,2.912111857062716,0.33100161812790957,0.5935695692520429,0.7894444444444444,1.0,0
imdb_00236,real,Taegukgi hwinalrimyeo,2004,2000,"[""Action"", ""Drama"", ""War""]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",140.0,8.1,0.7888888888888889,64.0,0.64,37820,0.09046784529022492,1111061.0,4.921802157566894,0.42821687762090754,0.2557449007589394,0.7144444444444444,1.0,0
imdb_00237,real,Before Sunset,2004,2000,"[""Drama"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",80.0,8.1,0.7888888888888889,90.0,0.9,236311,0.4943398073647998,5820649.0,4.819615173245223,0.3869867263564074,0.5743966347486685,0.8444444444444444,1.0,0
imdb_00238,real,Munna Bhai M.B.B.S.,2003,2000,"[""Comedy"", ""Drama"", ""Musical""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",156.0,8.1,0.7888888888888889,79.0,0.79,73992,0.238392639156941,0.0,3.194986987113417,0.265006847051235,0.2939451192274296,0.7894444444444444,1.0,0
imdb_00239,real,Salinui chueok,2003,2000,"[""Crime"", ""Drama"", ""Mystery""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",131.0,8.1,0.7888888888888889,82.0,0.82,139558,0.37825249945448597,14131.0,4.3900535625738,0.5076448458107141,0.3751960567356936,0.8044444444444444,1.0,0
imdb_00240,real,Dil Chahta Hai,2001,2000,"[""Comedy"", ""Drama"", ""Romance""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",183.0,8.1,0.7888888888888889,79.0,0.79,66803,0.2158641134271012,300000.0,7.458751435300209,0.29651780441325964,0.3546601843705265,0.7894444444444444,1.0,0
imdb_00241,real,Kill Bill: Vol. 1,2003,2000,"[""Action"", ""Crime"", ""Drama""]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,8.1,0.7888888888888889,69.0,0.69,1000639,0.812458397432517,70099045.0,3.388012782336405,0.5591256623264621,0.7605019866903768,0.7394444444444443,1.0,0
imdb_00242,real,Finding Nemo,2003,2000,"[""Animation"", ""Adventure"", ""Comedy""]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,8.1,0.7888888888888889,90.0,0.9,949565,0.8009106159892956,380843261.0,2.2126550312676567,0.20938172869146954,0.9380275400689784,0.8444444444444444,1.0,0
imdb_00243,real,Catch Me If You Can,2002,2000,"[""Biography"", ""Crime"", ""Drama""]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",141.0,8.1,0.7888888888888889,75.0,0.75,832846,0.7720014877964344,164615351.0,6.885187241799585,0.3659697137020541,0.7850701605540016,0.7694444444444444,1.0,0
imdb_00244,real,Amores perros,2000,2000,"[""Drama"", ""Thriller""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",154.0,8.1,0.7888888888888889,83.0,0.83,223741,0.48229182210818644,5383834.0,5.984593823876073,0.7703397689622639,0.5885702998940573,0.8094444444444444,1.0,0
imdb_00245,real,"Monsters, Inc.",2001,2000,"[""Animation"", ""Adventure"", ""Comedy""]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,8.1,0.7888888888888889,79.0,0.79,815505,0.7673636047689132,289916256.0,3.758962758702677,0.24700619349807756,0.8290263900624526,0.7894444444444444,1.0,0
imdb_00246,real,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,1990,"[""Animation"", ""Action"", ""Drama""]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87.0,8.1,0.7888888888888889,79.0,0.79,38847,0.09637334259332007,0.0,1.8356659677461642,0.36225715372362877,0.15721653663314367,0.7894444444444444,1.0,0
imdb_00247,real,Lagaan: Once Upon a Time in India,2001,2000,"[""Adventure"", ""Drama"", ""Musical""]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",224.0,8.1,0.7888888888888889,84.0,0.84,105036,0.31561485853919397,70147.0,3.5107532871228737,0.5469530822657052,0.21716566573044366,0.8144444444444444,1.0,0
imdb_00248,real,The Sixth Sense,1999,1990,"[""Drama"", ""Mystery"", ""Thriller""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",107.0,8.1,0.7888888888888889,64.0,0.64,911573,0.7919103923437397,293506292.0,4.890591126301457,0.8157387068725659,0.832142013514136,0.7144444444444444,1.0,0
imdb_00249,real,La leggenda del pianista sull'oceano,1998,1990,"[""Drama"", ""Music"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",169.0,8.1,0.7888888888888889,58.0,0.58,59020,0.18856083771669818,259127.0,7.331344179767639,0.27294133636063933,0.1921149150413517,0.6844444444444444,1.0,0
imdb_00250,real,The Truman Show,1998,1990,"[""Comedy"", ""Drama""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,8.1,0.7888888888888889,90.0,0.9,939631,0.7985925247031602,125618201.0,2.926836050260686,0.3455400834569576,0.8679177374635858,0.8444444444444444,1.0,0
imdb_00251,real,"Crna macka, beli macor",1998,1990,"[""Comedy"", ""Crime"", ""Romance""]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",127.0,8.1,0.7888888888888889,73.0,0.73,50862,0.1557717804554504,348660.0,4.830960236977053,0.46065777740857405,0.3350547121987577,0.7594444444444444,1.0,0
imdb_00252,real,The Big Lebowski,1998,1990,"[""Comedy"", ""Crime"", ""Sport""]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",117.0,8.1,0.7888888888888889,71.0,0.71,732620,0.7437389929088984,17498804.0,6.3502893197897965,0.5882958115524474,0.6883185473445604,0.7494444444444444,1.0,0
imdb_00253,real,Fa yeung nin wah,2000,2000,"[""Drama"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",98.0,8.1,0.7888888888888889,85.0,0.85,124383,0.3528791610822843,2734044.0,0.2374653197561587,0.321051433725741,0.45367485496499077,0.8194444444444444,1.0,0
imdb_00254,real,Trainspotting,1996,1990,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,8.1,0.7888888888888889,83.0,0.83,634716,0.7121199846165269,16501785.0,7.0675723358777995,0.43037777232463126,0.6711827463426876,0.8094444444444444,1.0,0
imdb_00255,real,Fargo,1996,1990,"[""Crime"", ""Drama"", ""Thriller""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",98.0,8.1,0.7888888888888889,85.0,0.85,617444,0.7060387815077488,24611975.0,2.6350988555871253,0.6788536727516062,0.6842390779348508,0.8194444444444444,1.0,0
imdb_00256,real,Underground,1995,1990,"[""Comedy"", ""Drama"", ""War""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",170.0,8.1,0.7888888888888889,79.0,0.79,55220,0.17389192588957209,171082.0,5.663990986913869,0.5347812859573295,0.2876906222572653,0.7894444444444444,1.0,0
imdb_00257,real,La haine,1995,1990,"[""Crime"", ""Drama""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,8.1,0.7888888888888889,79.0,0.79,150345,0.3946631339200628,309811.0,5.4933662992214884,0.5199075143015921,0.39711831358965033,0.7894444444444444,1.0,0
imdb_00258,real,Dilwale Dulhania Le Jayenge,1995,1990,"[""Drama"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",189.0,8.1,0.7888888888888889,79.0,0.79,63516,0.20474276945416056,0.0,7.16917278292769,0.3892941628387167,0.32982806376904694,0.7894444444444444,1.0,0
imdb_00259,real,Before Sunrise,1995,1990,"[""Drama"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",101.0,8.1,0.7888888888888889,77.0,0.77,272291,0.5255781004836401,5535405.0,6.101848761787081,0.2900083353304015,0.5390104690513002,0.7794444444444444,1.0,0
imdb_00260,real,Trois couleurs: Rouge,1994,1990,"[""Drama"", ""Mystery"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",99.0,8.1,0.7888888888888889,100.0,1.0,90729,0.28334003168010996,4043686.0,0.24541901654003784,0.4309461004820268,0.45843047158344163,0.8944444444444444,1.0,0
imdb_00261,real,Chung Hing sam lam,1994,1990,"[""Comedy"", ""Crime"", ""Drama""]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,8.1,0.7888888888888889,77.0,0.77,63122,0.20337123546611033,600200.0,3.4304415056880173,0.44535566746595023,0.3087593473573817,0.7794444444444444,1.0,0
imdb_00262,real,Jurassic Park,1993,1990,"[""Action"", ""Adventure"", ""Sci-Fi""]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",127.0,8.1,0.7888888888888889,68.0,0.68,867615,0.781016480912406,402453882.0,5.27641025870656,0.5352402578367672,0.8833380342776873,0.7344444444444445,1.0,0
imdb_00263,real,In the Name of the Father,1993,1990,"[""Biography"", ""Crime"", ""Drama""]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",133.0,8.1,0.7888888888888889,84.0,0.84,156842,0.40398819806486996,25010410.0,4.610040227760426,0.43890715582781203,0.5125515005448751,0.8144444444444444,1.0,0
imdb_00264,real,Ba wang bie ji,1993,1990,"[""Drama"", ""Music"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",171.0,8.1,0.7888888888888889,79.0,0.79,25088,0.0,5216888.0,5.955221459513541,0.4043897484702778,0.24353913050901854,0.7894444444444444,1.0,0
imdb_00265,real,Dà hóng denglong gaogao guà,1991,1990,"[""Drama"", ""History"", ""Romance""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",125.0,8.1,0.7888888888888889,79.0,0.79,29662,0.03691385532953865,2603061.0,6.57873311133941,0.4643505987589196,0.24176573840571683,0.7894444444444444,1.0,0
imdb_00266,real,Dead Poets Society,1989,1980,"[""Comedy"", ""Drama""]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",128.0,8.1,0.7888888888888889,79.0,0.79,425457,0.6239493519276821,95860116.0,6.216903472859358,0.3874343462134773,0.6649433987626817,0.7894444444444444,1.0,0
imdb_00267,real,Stand by Me,1986,1980,"[""Adventure"", ""Drama""]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,8.1,0.7888888888888889,75.0,0.75,363401,0.5891987806644952,52287414.0,4.57145011489107,0.4781405126719363,0.7010179546890707,0.7694444444444444,1.0,0
imdb_00268,real,Platoon,1986,1980,"[""Drama"", ""War""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",120.0,8.1,0.7888888888888889,92.0,0.92,381222,0.5997513265534247,138530565.0,1.3073259777590391,0.6042524278062293,0.7356632153495894,0.8544444444444445,1.0,0
imdb_00269,real,"Paris, Texas",1984,1980,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",145.0,8.1,0.7888888888888889,78.0,0.78,91188,0.28445231493781575,2181987.0,4.089037502290365,0.45000675144731317,0.4205067341380668,0.7844444444444445,1.0,0
imdb_00270,real,Kaze no tani no Naushika,1984,1980,"[""Animation"", ""Adventure"", ""Fantasy""]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.0,8.1,0.7888888888888889,86.0,0.86,150924,0.39551036449950217,495770.0,5.83273629627791,0.3256086906499055,0.490349623874943,0.8244444444444444,1.0,0
imdb_00271,real,The Thing,1982,1980,"[""Horror"", ""Mystery"", ""Sci-Fi""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",109.0,8.1,0.7888888888888889,57.0,0.57,371271,0.5939213302637465,13782838.0,2.819105494899045,0.658652874267198,0.7036590394881765,0.6794444444444444,1.0,0
imdb_00272,real,Pink Floyd: The Wall,1982,1980,"[""Drama"", ""Fantasy"", ""Music""]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,8.1,0.7888888888888889,47.0,0.47,76081,0.24452938296121865,22244207.0,6.262549460243153,0.3755504054602542,0.41700960492302036,0.6294444444444445,1.0,0
imdb_00273,real,Fitzcarraldo,1982,1980,"[""Adventure"", ""Drama""]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158.0,8.1,0.7888888888888889,79.0,0.79,31595,0.05082894493023738,0.0,6.816786594534609,0.6174534647144476,0.16914998287985133,0.7894444444444444,1.0,0
imdb_00274,real,Fanny och Alexander,1982,1980,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",188.0,8.1,0.7888888888888889,100.0,1.0,57784,0.18389586205449648,4971340.0,5.253733952591685,0.5758683921980194,0.32374427302607833,0.8944444444444444,1.0,0
imdb_00275,real,Blade Runner,1982,1980,"[""Action"", ""Sci-Fi"", ""Thriller""]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",117.0,8.1,0.7888888888888889,84.0,0.84,693827,0.7317472013114367,32868943.0,0.0,0.6475343908711868,0.7408385772398219,0.8144444444444444,1.0,0
imdb_00276,real,The Elephant Man,1980,1980,"[""Biography"", ""Drama""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",124.0,8.1,0.7888888888888889,78.0,0.78,220078,0.4786533522166976,0.0,2.4438232745763933,0.33895542322441863,0.3772045388740753,0.7844444444444445,1.0,0
imdb_00277,real,Life of Brian,1979,1970,"[""Comedy""]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,8.1,0.7888888888888889,77.0,0.77,367250,0.5915210928970243,20045115.0,8.772378317112164,0.21100708224132655,0.7218671872366158,0.7794444444444444,1.0,0
imdb_00278,real,The Deer Hunter,1978,1970,"[""Drama"", ""War""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",183.0,8.1,0.7888888888888889,86.0,0.86,311361,0.5551322015252783,48979328.0,3.906924413943244,0.6952914362471092,0.6637198976714168,0.8244444444444444,1.0,0
imdb_00279,real,Rocky,1976,1970,"[""Drama"", ""Sport""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",120.0,8.1,0.7888888888888889,70.0,0.7,518546,0.6675625159098628,117235247.0,1.0317135537420081,0.44601993801177114,0.7279843924474573,0.7444444444444445,1.0,0
imdb_00280,real,Network,1976,1970,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",121.0,8.1,0.7888888888888889,83.0,0.83,144911,0.38654891249164114,0.0,7.470494776620544,0.48841147227132886,0.41161027608780354,0.8094444444444444,1.0,0
imdb_00281,real,Barry Lyndon,1975,1970,"[""Adventure"", ""Drama"", ""History""]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",185.0,8.1,0.7888888888888889,89.0,0.89,149843,0.3939259297990612,0.0,5.026711183087346,0.2770997877087313,0.24782478738966615,0.8394444444444444,1.0,0
imdb_00282,real,Zerkalo,1975,1970,"[""Biography"", ""Drama""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",107.0,8.1,0.7888888888888889,79.0,0.79,40081,0.10326602547501078,177345.0,7.209880977915451,0.4741950785246545,0.10695184963824807,0.7894444444444444,1.0,0
imdb_00283,real,Chinatown,1974,1970,"[""Drama"", ""Mystery"", ""Thriller""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",130.0,8.1,0.7888888888888889,92.0,0.92,294230,0.5426584351992368,29000000.0,5.553917350438731,0.6196869603904824,0.6622942465567724,0.8544444444444445,1.0,0
imdb_00284,real,Paper Moon,1973,1970,"[""Comedy"", ""Crime"", ""Drama""]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,8.1,0.7888888888888889,77.0,0.77,42285,0.11506479192408244,30933743.0,5.917118272424338,0.37783221191350835,0.3708845911227656,0.7794444444444444,1.0,0
imdb_00285,real,Viskningar och rop,1972,1970,"[""Drama""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,8.1,0.7888888888888889,79.0,0.79,30206,0.04091958324644125,1742348.0,5.726018495429033,0.4122780154040041,0.25055659220720883,0.7894444444444444,1.0,0
imdb_00286,real,Solaris,1972,1970,"[""Drama"", ""Mystery"", ""Sci-Fi""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",167.0,8.1,0.7888888888888889,90.0,0.9,81021,0.25839575200993237,0.0,6.394976623842,0.5210973763485216,0.20871764604003196,0.8444444444444444,1.0,0
imdb_00287,real,Le samouraï,1967,1960,"[""Crime"", ""Drama"", ""Mystery""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",105.0,8.1,0.7888888888888889,79.0,0.79,45434,0.13089678519797815,39481.0,9.554860897112196,0.5541973438684995,0.1785066470265195,0.7894444444444444,1.0,0
imdb_00288,real,Cool Hand Luke,1967,1960,"[""Crime"", ""Drama""]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127.0,8.1,0.7888888888888889,92.0,0.92,161984,0.4110985832671434,16217773.0,6.942012671918376,0.5266263051357156,0.6264999131901455,0.8544444444444445,1.0,0
imdb_00289,real,Persona,1966,1960,"[""Drama"", ""Thriller""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",85.0,8.1,0.7888888888888889,86.0,0.86,103191,0.31170873139319083,0.0,1.8393213643089301,0.5917209385547231,0.3482352198257076,0.8244444444444444,1.0,0
imdb_00290,real,Andrei Rublev,1966,1960,"[""Biography"", ""Drama"", ""History""]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205.0,8.1,0.7888888888888889,79.0,0.79,46947,0.13811725662136726,102021.0,5.893323030557807,0.36317514307678245,0.22064988041316755,0.7894444444444444,1.0,0
imdb_00291,real,La battaglia di Algeri,1966,1960,"[""Drama"", ""War""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",121.0,8.1,0.7888888888888889,96.0,0.96,53089,0.1652173792783485,55908.0,7.282961536206436,0.6122050009681974,0.18862847664809557,0.8744444444444444,1.0,0
imdb_00292,real,El ángel exterminador,1962,1960,"[""Drama"", ""Fantasy""]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,8.1,0.7888888888888889,79.0,0.79,29682,0.037062420981446784,0.0,7.405401613072292,0.5427193578394526,0.12250880999539836,0.7894444444444444,1.0,0
imdb_00293,real,What Ever Happened to Baby Jane?,1962,1960,"[""Drama"", ""Horror"", ""Thriller""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",134.0,8.1,0.7888888888888889,75.0,0.75,50058,0.15225974217247001,4050000.0,4.146790033881801,0.4780006580588294,0.22340187370082,0.7694444444444444,1.0,0
imdb_00294,real,Sanjuro,1962,1960,"[""Action"", ""Comedy"", ""Crime""]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,8.1,0.7888888888888889,79.0,0.79,33044,0.060712494159595724,0.0,7.329888890376255,0.49771864550589184,0.16930951754181547,0.7894444444444444,1.0,0
imdb_00295,real,The Man Who Shot Liberty Valance,1962,1960,"[""Drama"", ""Western""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",123.0,8.1,0.7888888888888889,94.0,0.94,68827,0.22244312175244915,0.0,6.855484799102411,0.4891209937097957,0.2957400284755622,0.8644444444444443,1.0,0
imdb_00296,real,Ivanovo detstvo,1962,1960,"[""Drama"", ""War""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",95.0,8.1,0.7888888888888889,79.0,0.79,31728,0.0517548296870684,0.0,10.0,0.6236795191749679,0.07227193145371028,0.7894444444444444,1.0,0
